"","grade","age","female","race","empathy_1","empathy_2","empathy_3","empathy_4","empathy_5","empathy_6","empathy_7","empathy_8","empathy_9","empathy_10","empathy_11","schid"
"2051",10,15,0,"White",1,2,2,2,1,1,2,1,1,2,2,8
"2052",10,10,0,"White",2,3,3,3,3,2,3,2,3,2,2,8
"2053",10,15,1,"White",3,2,3,3,2,3,3,3,3,3,2,8
"2054",10,15,1,"White",1,2,1,3,2,2,2,1,1,1,3,8
"2055",11,16,1,"White",3,1,3,3,3,3,3,3,3,3,2,8
"2056",11,16,1,"Asian",3,2,3,3,1,2,3,3,3,2,2,8
"2057",11,16,1,"White",3,2,2,3,3,3,3,2,1,3,3,8
"2058",11,16,1,"White",2,2,1,3,1,1,3,2,2,3,3,8
"2059",11,16,1,"White",3,2,3,3,2,3,3,3,2,2,2,8
"2060",11,16,1,"Hispanic",1,1,1,3,2,1,3,3,3,2,2,8
"2061",11,16,1,"White",2,2,2,2,3,2,3,3,3,2,3,8
"2062",11,17,1,"White",2,2,3,2,2,2,2,3,2,3,2,8
"2063",11,16,1,"White",2,2,2,2,2,2,2,3,3,3,2,8
"2064",11,16,0,"White",2,2,2,3,2,1,3,2,2,2,3,8
"2065",11,16,0,"White",2,2,2,2,2,1,2,1,1,2,1,8
"2066",11,16,1,"White",3,3,3,3,2,2,3,3,2,2,3,8
"2067",11,17,1,"White",3,2,3,3,2,3,2,3,3,3,2,8
"2068",11,17,0,"White",3,2,3,1,1,1,3,1,2,1,1,8
"2069",11,17,1,"White",2,2,2,3,2,2,3,2,2,2,2,8
"2070",11,16,0,"White",2,2,3,2,2,2,3,1,2,2,2,8
"2071",11,16,1,"White",2,1,3,3,1,1,2,2,2,2,2,8
"2072",11,16,0,"White",3,2,2,1,1,2,1,1,1,3,3,8
"2073",11,16,1,"White",3,2,2,3,2,2,3,2,3,2,2,8
"2074",11,16,1,"White",3,2,3,3,2,2,3,3,2,3,3,8
"2075",11,17,0,"White",2,2,3,1,1,1,2,2,2,2,1,8
"2076",11,17,0,"White",2,2,2,1,1,1,2,1,2,2,1,8
"2077",11,17,1,"White",2,2,3,3,1,2,3,3,1,2,2,8
"2078",11,16,0,"White",3,2,2,3,2,2,3,2,2,2,2,8
"2079",10,15,0,"White",2,2,3,2,1,2,3,1,3,2,2,8
"2080",10,15,1,"White",2,1,1,2,3,1,3,2,2,2,3,8
"2081",10,16,1,"White",2,3,2,3,1,2,2,2,2,2,2,8
"2082",9,15,0,"White",2,1,2,2,2,1,2,1,2,2,2,8
"2083",10,16,0,"White",3,3,2,2,1,1,3,2,3,3,3,8
"2084",10,16,1,"White",2,2,3,3,2,1,3,2,3,2,2,8
"2085",10,15,1,"White",3,2,3,3,3,3,3,3,3,3,3,8
"2086",9,14,1,"White",2,1,2,2,1,1,2,2,1,3,2,8
"2087",9,14,1,"White",1,1,2,3,2,1,2,2,2,1,2,8
"2088",9,14,0,"White",3,2,3,2,1,1,3,1,1,3,2,8
"2089",9,14,1,"White",2,2,3,3,2,2,3,2,1,3,3,8
"2090",9,14,1,"Black",2,2,3,3,1,1,2,2,1,2,2,8
"2091",9,14,1,"White",2,1,2,3,2,2,3,2,2,3,2,8
"2092",9,14,1,"White",3,1,2,2,1,1,2,1,2,3,3,8
"2093",9,14,1,"White",3,2,3,3,2,3,3,3,3,3,2,8
"2094",9,14,1,"White",3,2,3,3,2,3,3,3,3,3,3,8
"2095",9,14,1,"White",3,1,3,3,2,3,3,3,3,3,2,8
"2096",9,15,1,"White",2,3,1,2,1,1,2,2,2,1,1,8
"2097",9,14,1,"Hispanic",3,2,3,3,2,3,3,3,2,3,3,8
"2098",9,14,0,"White",NA,2,3,2,2,3,3,2,2,3,3,8
"2099",9,14,0,"White",2,2,2,3,2,2,2,1,2,3,2,8
"2100",9,14,1,"White",3,2,3,3,2,3,3,2,2,3,3,8
"2101",12,17,1,"White",3,2,3,3,2,3,3,3,3,3,3,8
"2102",12,17,0,"White",3,1,2,2,2,2,3,2,1,3,1,8
"2103",12,18,0,"Hispanic",2,2,3,2,2,1,1,3,1,1,1,8
"2104",12,17,1,"White",3,2,3,3,2,3,3,3,2,3,3,8
"2105",12,17,1,"White",3,3,2,NA,2,3,3,3,1,2,2,8
"2106",12,17,0,"White",3,2,2,2,1,2,2,2,2,3,2,8
"2107",12,17,1,"White",3,1,3,1,3,2,3,2,3,3,2,8
"2108",12,18,0,"White",2,3,3,3,2,3,3,3,3,2,2,8
"2109",12,18,0,"White",2,1,2,2,1,1,2,2,1,2,2,8
"2110",11,16,1,"White",3,3,2,3,3,2,3,2,2,3,2,8
"2111",11,16,1,"White",2,2,3,2,3,1,2,3,3,3,3,8
"2112",11,16,1,"White",3,2,3,3,2,3,3,2,3,3,3,8
"2113",11,22,0,"Hispanic",1,1,1,1,1,1,1,1,1,1,1,8
"2114",11,16,0,"White",3,3,3,3,2,3,2,1,2,2,2,8
"2115",11,16,1,"White",2,3,3,3,2,1,3,3,3,3,1,8
"2116",11,16,0,"White",2,3,2,3,2,1,2,2,2,2,1,8
"2117",11,17,0,"Asian",1,3,3,3,2,2,2,1,3,3,2,8
"2118",11,16,0,"White",1,2,1,3,2,2,2,3,3,1,2,8
"2119",11,16,1,"White",2,2,3,2,1,1,2,1,3,2,2,8
"2120",11,16,0,"White",1,3,1,1,1,1,2,1,1,2,2,8
"2121",11,17,0,"White",2,2,3,2,2,2,1,1,2,2,2,8
"2122",9,14,1,"White",3,2,3,3,2,3,3,3,2,3,2,8
"2123",9,14,1,"White",2,2,2,2,2,2,2,2,3,3,3,8
"2124",9,14,0,"White",1,1,2,1,2,2,2,1,2,2,2,8
"2125",9,14,0,"White",3,2,2,2,2,2,3,1,1,2,2,8
"2126",9,14,1,"White",2,2,3,2,2,1,2,1,1,2,2,8
"2127",9,14,1,"White",3,3,3,3,2,2,3,3,2,3,2,8
"2128",9,14,1,"White",3,1,2,3,2,2,3,2,3,2,3,8
"2129",9,14,1,"White",3,2,3,3,3,3,3,2,2,3,2,8
"2130",9,14,1,"White",3,2,3,3,2,1,3,3,2,2,2,8
"2131",9,14,0,"White",2,2,2,2,2,1,2,1,2,2,2,8
"2132",9,14,1,"White",2,3,3,3,2,3,3,3,2,1,3,8
"2133",9,14,1,"White",2,3,3,3,2,1,3,2,1,1,2,8
"2134",9,15,1,"White",2,2,1,2,2,1,1,3,2,2,2,8
"2135",9,14,1,"Other",3,2,3,2,2,2,3,2,2,2,3,8
"2136",9,15,0,"White",1,2,1,1,1,1,1,1,1,1,1,8
"2137",9,15,0,"White",2,1,2,1,1,2,2,1,2,1,1,8
"2138",9,14,0,"Other",1,1,2,1,1,1,1,1,1,1,1,8
"2139",9,15,1,"White",3,3,3,3,2,3,3,2,3,2,2,8
"2140",9,14,0,"White",2,2,3,2,2,1,2,1,3,2,2,8
"2141",9,15,1,"White",3,3,3,3,3,2,3,3,3,2,2,8
"2142",9,14,1,"White",3,2,2,3,2,2,3,3,3,2,3,8
"2143",9,15,0,"White",2,3,3,3,2,1,3,3,3,2,2,8
"2144",9,14,1,"White",3,2,2,2,2,2,2,1,1,2,2,8
"2145",9,14,0,"White",2,1,1,1,1,1,1,1,1,1,1,8
"2146",9,14,0,"Other",3,3,3,3,3,3,3,3,3,3,3,8
"2147",9,16,0,"White",1,1,1,2,2,1,2,1,2,1,2,8
"2148",9,15,0,"White",2,2,2,2,2,2,2,NA,2,2,2,8
"2149",9,14,1,"White",3,3,2,3,3,2,3,3,3,2,2,8
"2150",9,14,1,"White",3,2,3,2,1,2,3,2,3,2,3,8
"2151",9,14,1,"White",3,3,3,3,3,3,2,3,3,3,2,8
"2152",9,14,1,"White",2,3,3,3,3,2,3,3,3,3,2,8
"2153",9,14,0,"White",1,1,1,1,1,1,1,1,3,1,1,8
"2154",9,14,0,"White",2,3,2,3,2,2,2,2,1,3,3,8
"2155",9,15,0,"White",1,2,1,2,1,1,1,1,1,1,1,8
"2156",9,14,0,"White",1,1,1,1,1,1,1,1,1,1,1,8
"2157",9,14,1,"White",2,2,3,1,3,2,3,3,2,1,1,8
"2158",9,14,0,"White",2,2,2,3,2,2,3,3,3,2,2,8
"2159",6,22,1,"Black",1,1,1,1,1,1,1,1,1,1,1,8
"2160",12,17,0,"White",3,3,3,3,2,2,3,1,3,3,2,8
"2161",12,17,1,"White",2,2,3,2,1,3,3,3,3,2,3,8
"2162",12,17,1,"White",3,2,3,3,2,3,3,3,1,2,2,8
"2163",12,17,0,"White",2,2,3,3,2,3,3,3,3,3,2,8
"2164",12,17,1,"White",2,1,2,2,1,2,2,2,1,2,3,8
"2165",12,17,1,"White",3,3,3,3,3,3,3,2,3,2,3,8
"2166",12,18,0,"White",2,1,2,1,2,1,1,1,3,1,1,8
"2167",12,17,0,"White",2,1,1,1,1,1,1,1,2,1,1,8
"2168",12,17,0,"White",2,2,2,2,1,1,3,1,2,1,1,8
"2169",12,18,0,"Other",2,3,2,3,2,3,3,3,3,3,2,8
"2170",12,17,0,"White",3,1,3,3,3,3,3,3,3,3,2,8
"2171",12,17,1,"White",3,2,3,2,1,1,2,3,3,2,3,8
"2172",12,17,0,"White",3,2,2,2,3,2,2,1,3,2,2,8
"2173",12,17,1,"White",1,2,2,2,1,1,2,NA,2,2,2,8
"2174",12,17,0,"White",3,2,2,3,2,2,3,2,3,3,3,8
"2175",12,17,1,"White",3,2,2,3,3,2,3,3,2,2,2,8
"2176",12,17,1,"White",2,2,3,3,3,2,3,2,3,3,3,8
"2177",12,17,1,"White",3,3,2,3,1,3,3,3,3,2,3,8
"2178",12,17,0,"White",3,3,3,3,2,3,2,2,3,3,2,8
"2179",12,18,0,"White",2,3,3,3,2,2,3,1,2,2,3,8
"2180",12,17,1,"White",2,1,1,1,2,1,1,1,3,3,2,8
"2181",12,17,1,"White",2,3,1,3,3,3,3,3,3,3,3,8
"2182",12,17,0,"White",3,1,2,2,1,2,2,2,3,2,2,8
"2183",12,17,1,"White",2,1,2,2,2,2,3,1,1,3,3,8
"2184",12,17,1,"White",3,3,3,3,2,1,3,2,3,3,1,8
"2185",12,17,1,"White",1,3,3,1,2,2,3,3,2,3,2,8
"2186",12,18,0,"White",1,2,2,1,2,2,2,2,2,2,3,8
"2187",12,18,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2188",12,17,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2189",12,17,1,"White",3,3,3,3,3,3,3,3,3,3,3,8
"2190",12,18,1,"White",2,2,2,2,2,2,2,2,2,2,2,8
"2191",12,17,1,"Other",3,2,3,3,2,1,3,3,1,2,2,8
"2192",12,17,1,"White",3,2,3,3,2,3,2,2,3,2,1,8
"2193",12,17,1,"White",3,2,3,2,2,3,3,2,2,2,2,8
"2194",12,18,0,"White",3,3,3,3,2,3,3,2,3,3,3,8
"2195",12,18,1,"White",3,2,3,3,2,3,3,3,3,3,3,8
"2196",12,17,1,"White",3,2,2,3,2,2,3,2,1,2,2,8
"2197",10,15,1,"White",3,2,3,3,3,3,3,3,3,3,2,8
"2198",10,16,1,"White",2,1,2,2,1,1,2,1,3,2,2,8
"2199",10,15,1,"White",2,1,2,3,1,2,3,3,1,2,2,8
"2200",10,16,1,"White",3,2,2,3,1,2,3,3,3,2,1,8
"2201",10,15,1,"White",3,3,3,3,3,3,3,3,3,2,2,8
"2202",10,15,1,"White",3,2,3,3,1,2,3,2,3,2,2,8
"2203",10,16,0,"White",1,2,2,2,1,1,3,2,3,3,2,8
"2204",10,15,1,"White",2,2,3,3,1,2,3,3,3,2,2,8
"2205",10,16,1,"White",3,2,3,2,2,1,3,3,2,3,2,8
"2206",NA,15,1,"White",3,2,3,3,2,2,3,1,2,3,3,8
"2207",10,15,1,"White",3,2,2,2,2,2,3,2,2,2,2,8
"2208",10,16,1,"White",3,1,2,2,2,2,2,2,2,2,1,8
"2209",10,15,1,"White",3,2,3,2,1,2,3,3,3,2,1,8
"2210",10,15,0,"White",2,2,2,2,1,2,2,1,2,2,2,8
"2211",11,16,0,"White",3,2,1,2,2,2,2,3,2,3,3,8
"2212",11,17,1,"White",2,2,2,3,2,2,3,3,2,2,3,8
"2213",11,16,1,"White",2,2,3,3,2,2,3,3,3,3,2,8
"2214",11,16,1,"White",3,3,2,3,3,3,3,2,3,3,2,8
"2215",11,16,1,"White",3,3,3,3,2,3,3,1,2,3,3,8
"2216",11,17,0,"White",3,2,2,2,2,2,2,1,3,2,2,8
"2217",11,17,0,"White",2,2,2,3,3,2,3,1,2,2,2,8
"2218",11,17,0,"White",2,1,3,2,1,1,2,1,3,3,1,8
"2219",11,17,1,"White",3,1,3,3,3,3,3,3,3,3,2,8
"2220",12,18,1,"White",1,2,2,3,1,1,3,2,3,2,2,8
"2221",12,17,1,"White",2,2,3,3,1,2,3,2,2,2,1,8
"2222",12,17,1,"White",1,1,2,2,1,1,2,2,1,3,2,8
"2223",12,18,0,"White",3,2,3,2,2,2,2,1,3,2,3,8
"2224",12,17,0,"White",1,2,2,1,2,2,3,3,2,3,2,8
"2225",12,18,1,"White",3,1,1,1,1,1,1,1,3,2,1,8
"2226",12,17,1,"White",3,3,3,3,3,3,3,3,3,3,2,8
"2227",9,14,0,"White",1,1,1,1,1,1,1,1,2,2,1,8
"2228",9,15,1,"White",3,1,2,2,1,1,3,3,3,2,3,8
"2229",9,14,0,"White",3,2,2,2,2,2,2,2,2,3,3,8
"2230",9,14,1,"White",3,2,2,2,2,2,3,3,3,3,1,8
"2231",9,14,0,"White",2,2,3,2,2,2,3,1,3,2,3,8
"2232",9,15,1,"White",3,2,3,3,2,1,3,3,3,3,1,8
"2233",9,14,0,"White",3,1,3,3,3,2,3,2,2,3,2,8
"2234",9,14,0,"White",2,2,1,2,2,2,3,1,1,2,2,8
"2235",9,14,0,"White",2,2,3,2,2,2,3,1,2,2,2,8
"2236",9,14,1,"White",3,2,3,3,3,2,3,3,1,3,3,8
"2237",9,15,0,"White",3,2,2,3,2,1,3,2,1,2,3,8
"2238",9,14,1,"White",3,2,3,3,2,2,3,3,1,2,2,8
"2239",9,14,1,"White",3,2,3,3,2,1,3,3,2,2,2,8
"2240",9,14,1,"White",3,2,2,2,2,2,3,2,3,2,3,8
"2241",9,15,0,"White",2,2,3,2,2,3,3,2,1,3,1,8
"2242",9,15,0,"White",3,2,3,2,2,3,3,1,2,3,2,8
"2243",9,15,0,"White",2,2,3,3,1,1,3,1,2,3,2,8
"2244",11,16,1,"White",2,2,3,2,2,2,3,1,3,2,2,8
"2245",11,16,1,"White",3,2,2,2,2,3,3,2,2,2,2,8
"2246",11,16,1,"White",3,2,2,2,2,2,3,2,2,2,2,8
"2247",11,16,1,"White",3,3,2,3,2,3,3,2,3,2,2,8
"2248",11,16,1,"White",2,2,2,2,2,2,3,2,2,2,3,8
"2249",11,17,0,"White",2,1,3,3,2,2,3,3,2,3,2,8
"2250",10,15,0,"White",2,2,3,2,1,2,2,1,2,1,3,8
"2251",10,15,1,"White",3,1,2,1,2,1,3,2,3,2,2,8
"2252",10,15,1,"White",1,1,2,1,1,1,2,2,2,3,2,8
"2253",10,15,0,"White",2,2,3,2,1,2,2,1,2,2,2,8
"2254",10,16,0,"White",2,1,2,1,2,1,1,1,2,2,2,8
"2255",10,15,1,"White",3,2,3,3,3,3,3,2,3,3,2,8
"2256",10,15,1,"White",2,3,2,3,1,2,3,3,2,2,2,8
"2257",10,15,1,"White",3,1,3,3,2,3,3,3,2,2,3,8
"2258",10,16,0,"White",2,3,3,3,3,2,3,3,2,3,2,8
"2259",6,22,0,"Other",2,2,1,2,1,1,2,1,3,2,1,8
"2260",6,22,0,"Other",2,2,3,2,2,2,1,1,3,3,NA,8
"2261",10,15,0,"White",1,3,1,1,2,2,1,1,2,2,1,8
"2262",10,15,0,"White",2,2,3,2,1,2,1,1,2,2,2,8
"2263",12,18,1,"White",3,3,3,3,3,3,3,3,3,3,2,8
"2264",12,18,0,"White",3,1,2,2,2,2,3,2,3,3,2,8
"2265",12,17,1,"White",3,2,3,2,2,1,2,2,3,2,2,8
"2266",12,18,0,"White",3,2,2,2,2,1,2,1,2,2,1,8
"2267",12,17,0,"White",2,2,3,2,2,3,3,2,3,2,3,8
"2268",12,17,0,"White",2,2,3,2,3,3,3,2,3,2,1,8
"2269",12,17,1,"White",3,3,3,3,1,3,3,3,2,2,2,8
"2270",9,14,1,"White",3,3,3,3,3,2,3,3,2,2,3,8
"2271",9,14,1,"White",3,1,3,3,2,2,3,3,2,2,2,8
"2272",9,15,1,"White",3,1,2,3,3,3,3,3,3,3,3,8
"2273",9,14,1,"White",3,1,3,3,3,2,3,3,3,3,3,8
"2274",9,15,0,"White",3,2,2,2,2,1,3,2,2,2,2,8
"2275",9,15,1,"White",1,1,1,1,1,1,2,2,1,2,1,8
"2276",9,15,1,"White",3,3,3,2,2,3,3,3,3,3,3,8
"2277",9,14,1,"White",3,2,3,3,3,2,3,3,3,3,3,8
"2278",9,15,1,"White",3,2,2,3,3,2,3,3,3,2,3,8
"2279",9,14,1,"White",2,1,3,2,2,2,3,2,1,2,3,8
"2280",9,14,0,"White",2,2,3,2,1,2,2,1,2,3,2,8
"2281",10,16,1,"White",3,2,3,3,2,2,3,3,3,3,1,8
"2282",9,15,1,"White",3,2,3,2,3,3,3,2,3,2,2,8
"2283",9,14,1,"White",3,3,2,3,3,2,3,3,2,2,3,8
"2284",9,14,1,"White",3,3,3,3,2,1,3,2,3,2,2,8
"2285",12,17,1,"White",3,2,3,3,2,2,3,2,2,3,1,8
"2286",12,17,1,"White",3,2,3,2,1,2,3,1,2,2,2,8
"2287",12,17,1,"White",2,2,3,3,1,3,3,2,1,2,3,8
"2288",12,18,0,"White",2,2,3,3,2,2,3,1,2,3,1,8
"2289",12,17,0,"White",3,2,3,2,2,2,3,1,3,3,1,8
"2290",12,18,1,"White",3,2,3,3,2,2,3,3,3,2,3,8
"2291",12,17,0,"White",3,2,3,3,2,2,3,2,3,2,2,8
"2292",12,17,0,"White",2,1,3,2,2,1,2,1,2,3,2,8
"2293",12,17,0,"White",2,1,2,1,1,1,1,2,1,2,2,8
"2294",10,15,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2295",12,17,0,"White",2,2,2,1,1,1,2,1,2,1,2,8
"2296",12,18,0,"White",3,3,2,3,3,3,3,3,3,2,2,8
"2297",12,18,1,"White",3,2,3,3,3,3,3,3,3,2,3,8
"2298",12,18,0,"White",1,1,2,1,1,1,2,1,1,1,3,8
"2299",12,18,0,"White",3,2,2,2,2,2,2,1,3,2,3,8
"2300",12,17,1,"White",3,3,3,3,2,3,3,3,2,3,3,8
"2301",12,17,1,"White",1,1,2,1,1,1,2,2,1,3,1,8
"2302",12,18,1,"White",3,2,3,2,1,1,2,2,3,3,2,8
"2303",12,18,0,"White",3,2,3,2,1,1,2,2,2,2,2,8
"2304",12,17,1,"White",3,2,3,3,2,2,3,3,2,3,1,8
"2305",12,18,1,"Other",3,1,2,3,2,2,3,3,2,2,2,8
"2306",11,16,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2307",11,16,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2308",9,14,0,"White",2,2,3,3,2,1,3,3,2,2,2,8
"2309",9,14,0,"White",3,2,1,2,1,2,2,1,3,2,3,8
"2310",9,15,1,"White",3,2,3,3,3,3,3,3,3,3,3,8
"2311",9,15,0,"Hispanic",2,3,3,3,2,1,2,1,2,2,2,8
"2312",11,16,0,"White",3,1,1,2,1,2,1,1,2,1,2,8
"2313",9,15,0,"White",3,1,1,1,2,2,2,1,3,1,3,8
"2314",11,16,1,NA,2,2,2,1,1,1,2,2,3,2,2,8
"2315",9,15,0,"White",2,1,3,1,1,1,2,1,2,2,2,8
"2316",9,14,0,"White",1,1,2,1,2,1,1,1,1,1,2,8
"2317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2318",9,14,0,"White",1,1,1,3,1,1,3,1,1,1,1,8
"2319",9,14,0,"White",3,2,3,2,2,3,3,3,1,2,2,8
"2320",9,14,1,"White",2,2,3,1,3,2,3,3,3,3,2,8
"2321",9,15,0,"White",2,2,3,2,3,2,2,1,3,3,1,8
"2322",11,16,1,"White",2,2,2,2,2,2,3,2,2,2,3,8
"2323",10,15,0,"White",2,2,3,2,3,2,3,2,3,2,2,8
"2324",10,16,1,"Asian",2,2,2,3,2,2,3,3,3,3,1,8
"2325",10,15,1,"White",3,2,2,3,2,3,3,3,3,3,3,8
"2326",10,16,1,"White",3,2,2,3,2,3,2,2,2,3,3,8
"2327",10,16,0,"White",3,2,3,3,3,2,3,2,3,3,3,8
"2328",10,15,0,"White",2,1,2,2,1,1,1,1,1,2,1,8
"2329",10,15,0,"White",2,2,2,2,2,2,2,1,2,2,2,8
"2330",10,16,0,"White",2,2,2,2,2,2,3,1,2,3,3,8
"2331",10,15,1,"White",2,2,3,3,2,1,3,3,3,3,2,8
"2332",10,15,1,"White",3,3,2,3,3,2,3,2,2,3,2,8
"2333",10,15,0,"White",2,3,3,3,2,3,3,3,3,3,2,8
"2334",10,16,1,"Black",2,1,3,3,2,2,3,2,2,2,2,8
"2335",10,15,1,"White",3,2,3,2,2,2,3,2,3,2,3,8
"2336",10,15,1,"White",3,2,2,2,2,2,3,2,2,2,2,8
"2337",10,15,1,"White",3,2,3,3,2,2,2,3,2,3,3,8
"2338",10,16,1,"White",3,2,2,3,2,3,3,2,2,1,2,8
"2339",10,15,1,"White",3,2,1,2,1,1,3,3,3,2,3,8
"2340",10,15,1,"White",3,2,2,3,2,3,3,3,3,2,3,8
"2341",10,16,1,"White",2,3,2,2,2,2,3,2,2,2,2,8
"2342",10,15,1,"White",2,2,2,1,1,2,2,2,3,2,2,8
"2343",NA,16,0,"White",3,2,1,3,1,1,2,1,1,2,2,8
"2344",11,16,0,"White",3,2,2,2,2,3,3,2,2,2,3,8
"2345",11,16,1,"White",2,2,3,3,2,2,3,2,1,3,3,8
"2346",11,16,0,"White",1,2,3,1,3,2,3,1,2,2,3,8
"2347",11,16,1,"White",3,2,3,3,3,2,3,2,3,2,3,8
"2348",11,17,0,"White",2,2,3,3,3,2,3,1,3,2,3,8
"2349",11,16,0,"White",2,2,2,3,2,2,3,3,2,3,2,8
"2350",11,16,1,"White",2,2,2,1,2,2,3,1,3,1,2,8
"2351",11,16,0,"White",2,2,2,2,2,2,3,1,2,2,2,8
"2352",11,18,0,"White",2,2,2,1,2,1,2,1,2,2,1,8
"2353",6,22,0,"Other",1,1,2,1,1,1,1,1,2,1,1,8
"2354",10,16,0,"White",2,2,2,2,2,2,2,2,2,2,2,8
"2355",10,15,0,"White",1,1,2,1,1,1,1,1,3,1,1,8
"2356",11,17,1,"White",2,2,3,3,3,1,3,2,3,2,3,8
"2357",10,15,0,"White",3,2,3,3,2,2,3,1,3,3,3,8
"2358",10,15,0,"White",1,2,1,3,1,2,1,1,1,2,2,8
"2359",10,16,0,"White",3,2,1,2,1,1,2,1,2,2,2,8
"2360",10,15,1,"Asian",1,1,2,1,1,1,1,1,1,1,2,8
"2361",10,15,0,"White",3,3,2,3,3,3,3,3,3,3,3,8
"2362",10,15,0,"Hispanic",3,2,3,1,1,1,3,2,1,3,2,8
"2363",9,15,0,"Other",3,2,2,2,1,2,2,1,2,2,2,8
"2364",11,17,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2365",10,15,1,"White",2,3,3,3,3,2,3,2,3,3,3,8
"2366",10,16,1,"Other",2,2,2,3,1,1,2,3,2,2,1,8
"2367",10,16,1,"White",3,2,3,3,1,3,3,2,2,3,3,8
"2368",10,15,0,"White",3,2,1,2,1,2,1,1,1,2,2,8
"2369",11,16,1,"White",2,2,3,1,1,3,3,2,3,2,2,8
"2370",11,16,1,"White",3,2,3,2,2,3,3,2,2,3,2,8
"2371",11,16,1,"White",3,3,3,3,3,3,3,3,3,3,2,8
"2372",11,17,1,"White",2,2,3,2,2,2,3,2,3,1,3,8
"2373",11,17,1,"White",3,2,2,3,3,3,3,1,2,1,3,8
"2374",11,17,1,"White",3,3,3,3,2,3,3,2,2,3,3,8
"2375",11,16,1,"White",1,2,2,3,2,2,3,3,2,2,1,8
"2376",11,16,1,"White",1,2,2,2,2,2,3,2,2,3,3,8
"2377",11,16,0,"White",1,2,1,3,1,2,3,1,2,2,2,8
"2378",11,16,0,"White",3,2,1,2,2,2,3,1,1,3,2,8
"2379",11,16,1,"White",3,1,3,3,2,2,3,3,3,2,1,8
"2380",11,16,0,"White",1,1,1,1,1,1,1,1,1,1,1,8
"2381",11,16,1,"White",3,3,2,3,1,2,3,3,3,3,2,8
"2382",11,16,0,"White",3,1,2,1,1,1,1,1,1,1,1,8
"2383",11,17,1,"White",3,NA,3,3,2,3,3,3,2,3,3,8
"2384",11,17,0,"White",2,2,2,2,2,2,3,1,3,2,2,8
"2385",11,16,0,"White",2,2,3,3,3,3,3,1,3,2,3,8
"2386",11,16,0,"White",2,2,3,2,2,2,3,2,2,3,2,8
"2387",10,15,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2388",10,16,0,"White",3,2,2,1,3,2,3,NA,3,2,3,8
"2389",10,16,0,"White",2,2,3,3,2,2,2,1,2,2,2,8
"2390",10,15,1,"Asian",2,2,2,2,2,2,2,2,2,3,2,8
"2391",10,15,1,"White",3,1,3,3,2,1,3,3,2,2,2,8
"2392",10,15,0,"Other",1,1,1,1,1,1,1,1,1,1,1,8
"2393",10,16,1,"White",3,2,3,2,3,2,3,2,2,2,2,8
"2394",10,15,1,"White",2,1,1,2,1,1,3,3,1,1,1,8
"2395",10,15,1,"White",3,2,2,2,1,1,2,2,1,2,2,8
"2396",10,15,1,"White",3,2,2,1,1,1,1,1,1,1,1,8
"2397",10,16,1,"White",3,2,2,2,1,1,3,2,3,2,1,8
"2398",10,17,0,"Black",3,NA,3,NA,3,2,3,1,3,1,1,8
"2399",10,16,0,"White",2,3,3,3,2,2,3,2,3,3,1,8
"2400",10,15,1,"White",3,3,2,2,1,2,2,2,3,2,3,8
"2401",10,15,1,"White",2,1,3,1,2,2,3,1,3,2,1,8
"2402",10,16,0,"White",2,2,2,2,2,2,2,1,1,2,2,8
"2403",10,15,0,"Other",2,2,2,2,2,2,2,1,2,2,2,8
"2404",10,15,1,"White",3,3,3,2,2,2,2,2,3,2,2,8
"2405",10,16,0,"White",2,1,2,1,1,1,1,1,1,1,1,8
"2406",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2407",11,16,1,"White",2,1,2,3,2,1,3,3,2,2,2,8
"2408",9,14,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2409",11,17,1,"White",3,2,3,2,3,1,3,1,3,2,2,8
"2410",11,16,1,"White",3,2,3,2,3,2,3,3,3,3,3,8
"2411",11,16,0,"White",1,1,2,1,1,1,1,1,1,2,1,8
"2412",11,17,0,"White",1,1,1,1,1,1,1,1,2,1,1,8
"2413",11,16,0,"White",2,1,2,2,1,1,2,1,1,2,2,8
"2414",11,17,0,"White",2,1,2,3,2,2,3,1,2,3,2,8
"2415",11,17,0,"White",3,1,1,2,1,1,2,1,3,1,1,8
"2416",11,17,0,"White",2,2,3,2,2,2,3,1,2,2,2,8
"2417",11,16,0,"White",2,3,2,3,2,2,3,2,2,3,3,8
"2418",9,14,1,"White",3,2,3,3,2,2,3,3,2,3,2,8
"2419",11,16,0,"White",2,1,1,2,2,1,3,1,1,2,3,8
"2420",11,17,0,"White",3,3,3,3,2,2,3,2,2,2,3,8
"2421",12,18,0,"White",2,2,2,2,1,1,2,1,1,2,2,8
